bundle ID,intent
1438,Different flavors of candy
1439,snacks
1440,Snacks
1441,cooking
1442,Water Flavor 
1443,Cherry flavors
1444,Lemon/lime drinks
1445,Home bar
1446,Drinks item 1 3 4 5
1447,Rice
1448,snacks
1449,coffee/tea & sweetener
1450,morning drink
1451,creating a variety snack box
1452,Chocolates
1453,"Kettle Tias! Chips Sweet Baja BBQ, 8-Ounce (Pack of 6)"
1454,comfort snack food 
1455,Sauces
1456,food
1457,Different food for drinking
1458,Candy
1459,Candy 
1460,different flavors of soups
1461,organic
1462,Coconut water
1463,different candy
1464,different candy
1465,Different food of snack
1466,Snack food
1467,Candy and Chocolate
1468,Different food of snack
1469,Different food for drinking
1470,Sweet snacks
1471,Fruit sweets usable as snacks
1472,Lifesavers different flavors
1473,snacks
1474,both drink enhacers
1475,Baby food
1476,Snack
1477,yummy
1478,Chocolate 
1479,these products are all gluten free
1480,Dinner Items
1481,Snacks
1482,Sauce lover
1483,Vietnamese foods
1484,noodles
1485,amazon
1486,Sweetener
1487,they are all sugar free
1488,Healthy snacks
1489,Sweet treats
1490,Different food for cooking
1491,Cheeses are the same intents
1492,cheese snacks
1493,Snack Food
1494,Healthy fats
1495,Seasonings or Flavoring
1496,Nut Products
1497,Chocolate 
1498,Bars
1499,Snack
1500,Almonds
1501,Nuts
1502,Snack Bars
1503,Almond Milk
1504,good quality
1505,"Fire Roasted Tomatoes,"
1506,pizza mix
1507,COFFEE/TEA/CIDER
1508,Breakfast items
1509,Different food for baking
1510,Different food for baking
1511,different brands of coffee
1512,Different food for cooking
1513,different type of beans
1514,Different food for cooking
1515,different brands of coffee
1516,different candy
1517,KITCHEN USES
1518,broths
1519,cereal
1520,condiments
1521,Quick snacks items
1522,Chocolate
1523,breakfast snacks 
1524,Mix
1525,Canned foods
1526,Different food for cooking
1527,extract
1528,spread
1529,Baking
1530,marmalade
1531,kitchen uses
1532,COFFEE
1533,Tea
1534,Herbal drink
1535,Hot drinks
1536,Christmas candy
1537,Coffee
1538,Oatmeal
1539,Breakfast items
1540,Breakfast
1541,Dinner
1542,K cup coffee
1543,Flavour Additives 
1544,Natural organic
1545,Almond Butter and Organic Yacon Syrup
1546,sweet
1547,snacks
1548,spices/sauces
1549,East Asian Foods
1550,peppers
1551,Spices
1552,candies
1553,All these items come under sugary products.
1554,sweets
1555,can be used together for kitty party
1556,Candy
1557,Tomato Sauce
1558,drink
1559,breakfast food
1560,coffee
1561,sweets
1562,nut butters
1563,baking
1564,Bob's Red mill
1565,Whole Spice
1566,rice
1567,snack food
1568,Condiments are low in the house 
1569,jars
1570,Different flavors of coffee bean
1571,Sweet Spreads 
1572,Spices
1573,different candy
1574,different brands of sauce
1575,All products are quite similar
1576,k-cups and gloria jeans and green mountain coffee
1577,Spices
1578,Tea
1579,Nuts/Snacks
1580,Soups
1581,Juices
1582,Fruit sauce
1583,snacks
1584,juice
1585,Different flavors of mix
1586,Different flavors of soup
1587,vegetable
1588,beans
1589,sweeteners
1590,coffee
1591,kevala organic black seasame
1592,Red Mill
1593,Different food for cooking
1594,Different food for cooking
1595,Different food for cooking
1596,Flour
1597,Gluten free ingredients. 
1598,Bakery
1599,coffee
1600,chocolate sweets
1601,movie night
1602,having some snacks
1603,EASY DINNER INCLUDING VEGABLES WHEN BUSY.
1604,Microwavable Bowls
1605, Le Sueur Cans
1606,sweeteners
1607,spices
1608,to make a dish
1609,cereal 
1610,snacks food  
1611,its very tasty products
1612,"Understand the intent of those queries. Behind every query is a specific intent.
"
1613,Snack
1614,Different flavors of tea
1615,Different flavors of mix
1616,CEREAL
1617,Chex cereal
1618,FLOUR
1619,FLOWERS
1620,different candy
1621,beef jerky
1622,To buy a large 5-pound bag of Haribo Gummi Candy
1623,mints 
1624,Condiments
1625,ice cream toppings
1626,dips
1627,Walden Farms calorie free products
1628, Walden Farms
1629,Dressings
1630,Items 1-5- alternative products
1631,Ready To Drink
1632,Cake Ingredients
1633,quality
1634,Nice
1635,SUGAR
1636,Nando Peri Peri Sauce
1637,by identifying food items
1638,Drinks
1639,candy
1640,BOLOTTI BEANS
1641,"bulk dispenser, they are alternative"
1642,true lemon
1643,brands
1644,the intention is to try different flavors of coffee
1645,Christopher Bean Coffee
1646,syrups
1647,Different food of snack
1648,Superfood Powder
1649,They want Rugelach.
1650,alternative items
1651,smooth chocolate
1652,
1653,Coffee
1654,cookies
1655,"paleo diet, gluten free diet"
1656,different kinds of noodles
1657,These are cooking ingredients
1658,Flavoring agents
1659,Tea
1660,Seeds/Nuts
1661,Syrup
1662,Different food for drinking
1663,All for k-cup machine
1664,Different food for baking
1665,Tea
1666,Sweets snacks 
1667,Different food for cooking
1668,Different flavors of soup
1669,Drinks
1670,snack
1671,all items are relevant
1672, Love Grown Foods Oat Clusters and Love
1673,prepare appetizers
1674,Enchiladas
1675,Breakfast coffee 
1676,Tuna sandwich
1677,portable foods/snacks
1678,Sauces
1679,Spicy or well seasoned foods
1680,Condiments
1681,Gluten-free baked goods
1682,item 6
1683,Ener-G products
1684,Tea/Coffee
1685,seasoning
1686,to drink
1687,Milk with coffee
1688,Fruit Snacks
1689,fish
1690,dried fruits
1691,breakfast items
1692,sweets
1693,"candy, stocking stuffers"
1694,Different food for drinking
1695,Different food of snack
1696,kid food
1697,All rice products
1698,Kitchen's Cupboard items
1699,snacks
1700,ounce pakages
1701,different type of Peppers
1702,"all cupboard staples, spices, food to add to recipes"
1703,Spices
1704,drink
1705,organic
1706,snacks
1707,tea
1708,Tea
1709,Food
1710,Organic
1711,sweets &pastry
1712,Seasonings
1713,Spices
1714,Baking
1715,Bob's Red Mill
1716,HOT SAUCE
1717,cofee tea
1718,seasoning 
1719,seasonings
1720,seeds
1721,Spicy World brand
1722,Sugar cubes
1723,tea
1724,rice
1725,sauces
1726,All are Eating and Drinking Product
1727,Coffee
1728,Snacks
1729,Cooking meals
1730,Cooking
1731,Sandwich crackers
1732,Vegetables
1733,crunchy treats
1734,Dinner
1735,snack food 
1736,seeds
1737,"Various roots, seeds, minerals, etc. The only thing I would say really sticks out is the dates? But I could also see them fitting here as well."
1738,Coffee
1739,same name and different item 
1740,Cappuccino
1741,ALMOND
1742,"item 3,4,5"
1743,NUT and Oats
1744,PASTA AND RICE
1745,Keurig Coffee Brewer
1746,similar products
1747,Snack
1748,Brownie and muffin cooking
1749,Yes. These are the same brand and different flavors of a known commodity
1750,"ITEM 4, ITEM 5 & ITEM 6 ARE RELAVANT"
1751,chewing gum
1752,Different food for drinking
1753,Trying different brands of coffee
1754,amazon
1755,coffee
1756,Oral Fixation
1757,Different flavors of candy
1758,Snack Foods
1759,popcorn
1760,Italian food
1761,Tea
1762,Beverages 
1763,Coffee
1764,nice
1765,it is kids liked snacks
1766,dried tomatos
1767,sauce
1768,Chinese Food 
1769,A nice bundle for whome does not consume milk or goes with the healthy option.
1770,Candies
1771,food
1772,make breakfast
1773,The items can be cooked together
1774,Olive
1775,Honey
1776,Healthy Side
1777,all are used as snack
1778,noodles
1779,drink
1780,Gummies
1781,Snack food
1782,Gluten free baking
1783,Different food for drinking
